Nationalstrasse;Abschnitt;fid Zahl;fid Text;fid QGIS;Name Bushaltestelle;Landeskoordinate E;Landeskoordinate N;Typ der Bushaltestelle;Bemerkung zum Typ der Bushaltestelle;Bushaltestelle mit Einbuchtung / auf Fahrbahn;"Ausrüstung
der Haltestelle";Bemerkungen;Lmin TOT;Lmin ZAP;Bmin ZAP;hmin ZAP;Lmin ZAR;Bmin ZAR;hmin ZAR;Lmin ZDE;Bmin ZDE;hmin ZDE;pmax Rampen;pmax Querrichtung;Hindernisse;Bemerkung zum Hindernis;Markierung Taktilo-Visuel;Markierung Haltekante;BehiGe-Konform;Anpassung an BehiGe verhältnismässig;Filiale
N01;54;271;271;271;St. Gallen, Harzbuechelstrasse;2747995.1;1255947.1;;;auf Fahrbahn;Haltekante;nur StreetView von weitem, sieht aber konform aus. Orthofoto zeigt nicht aktuellen Zustand (Fussgängerstreifen nicht mehr vorhanden);≥12m;≥2.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;eine;ja;nein;F4
N01;54;268;268;268;St. Gallen, Talstrasse;2747790.1;1255734.1;;;auf Fahrbahn;Haltekante;nur StreetView sieht aber konform aus. Orthofoto zeigt nicht aktuellen Zustand;≥12m;≥2.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;eine;ja;nein;F4
N01;54;269;269;269;St. Gallen, Talstrasse;2747758;1255726;;;auf Fahrbahn;Haltekante;nur StreetView sieht aber konform aus. Orthofoto zeigt nicht aktuellen Zustand;≥12m;≥2.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;eine;ja;nein;F4
N01;54;267;267;267;St. Gallen St. Fiden, Bhf. Ost;2747600.1;1255691.1;;;auf Fahrbahn;Haltekante;nur StreetView sieht aber konform aus. Orthofoto zeigt nicht aktuellen Zustand;≥12m;≥2.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;eine;ja;nein;F4
N01;54;266;266;266;St. Gallen St. Fiden, Bhf. Ost;2747592.93;1255682.02;;;auf Fahrbahn;Haltekante;nur StreetView sieht aber konform aus. Orthofoto zeigt nicht aktuellen Zustand;≥12m;≥2.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;eine;ja;nein;F4
N01;54;265;265;265;St. Gallen St. Fiden, Bhf. Süd;2747485.048;1255552.071;;;auf Fahrbahn;Haltekante;nur StreetView sieht aber konform aus. Orthofoto zeigt nicht aktuellen Zustand;≥12m;≥2.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;eine;ja;nein;F4
N01;55;274;274;274;St. Gallen, Rosenbergstrasse;2745277;1254071;;"Weniger eine ""Bucht"" als vielmehr ein Stück Strasse das nur für den ÖV benutzbar ist und als ""Bucht"" bezeichnet werden kann";mit Einbuchtung;Haltebucht mit Unterstand;kein messbares VDS;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;ja;einseitig erreichbar;ja;eine;ja;nein;F4
N01;55;275;275;275;St. Gallen, Rosenbergstrasse;2745260.11;1254089.03;;"Weniger eine ""Bucht"" als vielmehr ein Stück Strasse das nur für den ÖV benutzbar ist und als ""Bucht"" bezeichnet werden kann";mit Einbuchtung;Haltebucht mit Unterstand;kein messbares VDS;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;ja;einseitig erreichbar;ja;eine;ja;nein;F4
N01;55;272;272;272;St. Gallen, Stahl;2744836;1254009;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;(mit Bordstein 16cm z.B.);≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;;ja;keine;nein;ja;F4
N01;55;273;273;273;St. Gallen, Stahl;2744762;1254005;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;(mit Bordstein 16cm z.B.) Zufahrten werden dann durch Filiale analysiert.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;"(mit Bordstein 16cm z.B.)
Zufahrten werden dann durch Filiale analysiert.";nein;keine;nein;ja;F4
N25;2;373;373;373;St.Gallen, Arena;2740932;1252400;;;mit Einbuchtung;Haltebucht mit Unterstand;"""Unterstand"" ist die Passerelle";≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.3m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;keine;ja;nein;F4
N25;2;372;372;372;St. Gallen, Arena;2740806.95;1252435.05;;;mit Einbuchtung;Haltebucht mit Unterstand;"""Unterstand"" ist die Gebäudeauskragung";≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.3m;≥22cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;keine;ja;nein;F4
N25;4;381;381;381;Herisau, Ruetihalde;2739410;1250827;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N25;4;379;379;379;Herisau, Ruetihalde;2739344.95;1250809.06;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N25;4;380;380;380;Herisau, Burghalde;2738740;1250604;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N25;4;378;378;378;Herisau, Burghalde;273879;1250598;Sonst;;auf Fahrbahn;Haltekante;"Randstein und Taktilo könnte gemacht werden
ACHTUNG Koordinaten sind korrrigiert. Zu fid gehörige sind falsch
(mit Bordstein 16cm z.B.) Firmenparkpläntze und Geometrie dann durch Filiale analysiert.";≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;"Firmenparkplätze
(mit Bordstein 16cm z.B.)
Firmenparkpläntze und Geometrie
dann durch Filiale analysiert.";nein;keine;nein;ja;F4
N25;4;377;377;377;Herisau, Lederbach;2738985.1;1249215;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N25;4;376;376;376;Herisau, Lederbach;2738971;1249168;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N25;4;391;391;391;Herisau, Wilen;2739048.1;1248867.1;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N25;4;390;390;390;Herisau, Wilen;2739050;1248798;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N25;4;375;375;375;Herisau, Langelen;2739164.95;1248669.01;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Taktilo möglich, wg. Einfahrten Randstein schwierig;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N25;4;374;374;374;Herisau, Langelen;2739152.95;1248658.01;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N25;4;389;389;389;Herisau, Saege;2739218;1248300;Sonst;;mit Einbuchtung;Halteschlaufe für beide Richtungen mit Unterstand;Taktilo möglich, wg. Einfahrten Randstein schwierig.;≥12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;>6%;<2%;ja;Schlaufe, keine gerade Kante, Einfahrten;nein;keine;nein;ja;F4
N25;4;388;388;388;Waldstatt, Scheidweg;2739467;1247728;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N25;4;383;383;383;Waldstatt, Scheidweg;2739671.1;1247555;;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;≥16cm;>6%;<2%;ja;einseitig erreichbar;nein;keine;nein;ja;F4
N25;4;384;384;384;Waldstatt, Auerhof;2739980;1247331;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;einseitig erreichbar;nein;keine;nein;ja;F4
N25;4;385;385;385;Waldstatt, Auerhof;2739990;1247345;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N25;4;386;386;386;Hundwil, Dorf;2741909;1247691;Sonst;;mit Einbuchtung;Halteschlaufe für beide Richtungen mit Unterstand;Zufahrt und Parkplätze;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;Zufahrt zu Laden und Parkplätze;nein;keine;nein;nein;F4
N25;4;382;382;382;Hundwil, Sonderau;2742563;1247516;Sonst;;mit Einbuchtung;Haltebucht;ausserhalb, wenige Häuser;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;nein;F4
N25;4;387;387;387;Hundwil, Sonderau;2742564;1247507;Sonst;;mit Einbuchtung;Haltebucht;ausserhalb, wenige Häuser;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;einseitig erreichbar;nein;keine;nein;nein;F4
N07;76;297;297;297;Muellheim, Felsenau;2717118.1;1273296.1;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N07;76;298;298;298;Muellheim, Felsenau;2717138;1273285;Sonst;;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;2;340;340;340;Weinfelden, Dunantstrasse;2724537.98;1269855;Sonst;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥12m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;2;341;341;341;Weinfelden, Dunantstrasse;2724552;1269854;Sonst;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥12m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;2;343;343;343;Weinfelden, Dufourstrasse;2724836;1269623;Sonst;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;2;342;342;342;Weinfelden, Dufourstrasse;2724860;1269602;Sonst;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;2;345;345;345;Weinfelden, Guettingersreuti;2726819.95;1269328.03;Sonst;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;2;344;344;344;Weinfelden, Guettingersreuti;2726839;1269319;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Randstein könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;346;346;346;Amriswil, Muehlebach;2738300.1;1267596.1;;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;347;347;347;Amriswil, Muehlebach;2738374;1267636;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;348;348;348;Amriswil, Koepplishaus;2738720.07;1267637.08;;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥12m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;349;349;349;Amriswil, Koepplishaus;2738765.05;1267645.97;;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥12m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;351;351;351;Amriswil, Grenzstrasse;2739126.1;1267609.1;;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥12m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;350;350;350;Amriswil, Grenzstrasse;2739240;1267599;;;auf Fahrbahn;Haltekante mit Unterstand;Randstein könnte gemacht werden;≥18m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;taktilo;nein;ja;F4
N23;4;353;353;353;Amriswil, Quellenhof;2739607.1;1267706.1;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Einfahrten um Haltestelle;<12m;<2.4m;≥1.2m;<16cm;<5.4m;≥2.0m;<16cm;0;≥1.2m;<16cm;<6%;<2%;ja;Einfahrten beidseitig der kurzen Haltestelle;ja;keine;nein;ja;F4
N23;4;352;352;352;Amriswil, Quellenhof;2739657.03;1267704.05;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Gebäude;≥12m;≥2.4m;≥1.2m;≥16cm;<5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;ja;Gebäude;ja;eine;nein;nein;F4
N23;4;355;355;355;Amriswil, Marktplatz;2740078.98;1267709.97;;;mit Einbuchtung;Haltebucht mit Unterstand;;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.3m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;eine;ja;nein;F4
N23;4;354;354;354;Amriswil, Marktplatz;2740086.98;1267686.06;;;mit Einbuchtung;Haltebucht mit Unterstand;;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.3m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;eine;ja;nein;F4
N23;4;357;357;357;Amriswil, Hemmerswil;2740673;1267549.1;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;356;356;356;Amriswil, Hemmerswil;2740675.1;1267528.1;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;358;358;358;Amriswil, Almensberg;2742204;1267030;Sonst;;mit Einbuchtung;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N23;4;359;359;359;Amriswil, Almensberg;2742225.02;1267040.08;Sonst;;mit Einbuchtung;Haltekante;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig erreichbar;ja;keine;nein;ja;F4
N23;4;360;360;360;Steinebrunn, Dorf;2743384.1;1266557.1;Sonst;;mit Einbuchtung;Haltebucht;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;361;361;361;Steinebrunn, Dorf;2743488;1266552;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;362;362;362;Steinebrunn, Erdhausen;2744422.9;1266429.1;Sonst;;mit Einbuchtung;Haltebucht;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;363;363;363;Steinebrunn, Erdhausen;2744577;1266396;Sonst;;mit Einbuchtung;Haltebucht;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig erreichbar;ja;keine;nein;ja;F4
N23;4;364;364;364;Neukirch (Egnach), Haldenring;2745049;1266144.1;Sonst;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;365;365;365;Neukirch (Egnach), Haldenring;2745053.06;1266154;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;366;366;366;Neukirch (Egnach), Ost;2745919.05;1265833.06;Sonst;Trottoire schmal, Zufahrten/Eingänge;auf Fahrbahn;Haltekante;Trottoirebreite anpassen aufgrund Bebauung eher nicht möglich;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;eine;nein;nein;F4
N23;4;367;367;367;Neukirch (Egnach), Ost;2745890.07;1265849.98;Sonst;Trottoire schmal, Zufahrten/Eingänge;auf Fahrbahn;Haltekante;Trottoirebreite anpassen aufgrund Bebauung eher nicht möglich;≥12m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;eine;nein;nein;F4
N23;4;368;368;368;Roggwil TG, Ebnet;2746845.99;1265641;Sonst;;mit Einbuchtung;Haltekante;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;4;369;369;369;Roggwil TG, Ebnet;2746850.02;1265657.3;Sonst;;mit Einbuchtung;Haltekante;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N23;6;370;370;370;Egnach, Wiedehorn;2747584.04;1266577.19;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;<1.4m;≥16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;"über Strassen zugänglich,
kein Fussgängerstreifen";nein;keine;nein;ja;F4
N23;6;371;371;371;Egnach, Wiedehorn;2747585.98;1266600.99;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;<1.4m;≥16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;"über Strassen zugänglich,
kein Fussgängerstreifen";nein;keine;nein;ja;F4
N04;6;287;287;287;Schaffhausen, Dachsenbueel;2690372.9;1286393;;;auf Fahrbahn;Haltekante;nicht BehiGe wegen Längsgefälle, ansonsten absolut konform;≥12m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;>6%;>2%;nein;;ja;eine;nein;nein;F4
N04;6;288;288;288;Schaffhausen, Dachsenbueel;2690387.91;1286391.93;;;auf Fahrbahn;Haltekante;nicht BehiGe wegen Längsgefälle;≥12m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;>6%;>2%;ja;einseitig erreichbar;ja;eine;nein;nein;F4
N04;6;289;289;289;Schaffhausen, Fulachbruecke;2690285.9;1285199.1;Sonst;;mit Einbuchtung;Haltekante mit Unterstand;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N04;6;290;290;290;Schaffhausen, Fulachbruecke;2690317;1285205;Sonst;;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig erreichbar;nein;keine;nein;ja;F4
N04;6;291;291;291;Schaffhausen, Schoenenberg;2690120.04;1284664.05;Sonst;;mit Einbuchtung;Haltebucht;kann als Bucht bezeichnet werden, da Strassenbreite gross genug;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N04;6;292;292;292;Schaffhausen, Schoenenberg;2690137.98;1284659.04;Sonst;;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N04;6;293;293;293;Schaffhausen, Brueggli;2689192;1283186;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N04;6;294;294;294;Schaffhausen, Brueggli;2689241.1;1283157;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N04;6;295;295;295;Schaffhausen, Kreuz;2689012;1283147;Sonst;;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;Zufahrt zu Laden und Parkplätze;ja;keine;nein;nein;F4
N04;6;296;296;296;Schaffhausen, Kreuz;2689050;1283134.9;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N01;36;256;256;256;Unterengstringen, Eckstein;2676244;1251562;Sonst;;mit Einbuchtung;Haltekante mit Unterstand;Auf Brücke über Autobahn;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N01;36;257;257;257;Zürich, Tüffenwies;2679721;1250248;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Europabrücke, kein VDS;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N01;36;258;258;258;Zürich, Tüffenwies;2679743.1;1250274;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Europabrücke, kein VDS;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N01;40;259;259;259;Zürich, Waldgarten;2684450;1251032;Sonst;;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
